Timestamp,Violations Count,Details
2025-06-11 15:52:44.458217,0,"{'location': 'Unknown', 'camera_id': 'web_upload', 'employee_id': 'admin'}"
2025-06-10 05:52:36.530539,0,"{'location': 'Unknown', 'camera_id': 'web_upload', 'employee_id': 'admin'}"
2025-06-10 05:47:54.610060,0,"{'location': 'Unknown', 'camera_id': 'web_upload', 'employee_id': 'admin'}"
2025-06-10 05:45:14.913258,0,"{'location': 'Unknown', 'camera_id': 'web_upload', 'employee_id': 'admin'}"
2025-06-09 14:11:33.354328,0,"{'location': 'Unknown', 'camera_id': 'web_upload', 'employee_id': 'admin'}"
2025-06-09 11:18:53.859385,0,"{'location': 'Unknown', 'camera_id': 'web_upload', 'employee_id': 'admin'}"
